id,planet,star,method,year,radius,mass
4249,Kepler-771 b,Kepler-771,Transit,2016,1.82,NA
4250,Kepler-772 b,Kepler-772,Transit,2016,1.82,NA
4251,Kepler-773 b,Kepler-773,Transit,2016,1.43,NA
4252,Kepler-774 b,Kepler-774,Transit,2016,3.17,NA
4253,Kepler-775 b,Kepler-775,Transit,2016,1.19,NA
4254,Kepler-776 b,Kepler-776,Transit,2016,1.28,NA
4255,Kepler-777 b,Kepler-777,Transit,2016,1.47,NA
4256,Kepler-778 b,Kepler-778,Transit,2016,1.68,NA
4257,Kepler-779 b,Kepler-779,Transit,2016,0.92,NA
4258,Kepler-78 b,Kepler-78,Transit,2013,1.121,1.96716
4259,Kepler-780 b,Kepler-780,Transit,2016,0.89,NA
4260,Kepler-781 b,Kepler-781,Transit,2016,2.89,NA
4261,Kepler-782 b,Kepler-782,Transit,2016,3.21,NA
4262,Kepler-783 b,Kepler-783,Transit,2016,0.78,NA
4263,Kepler-783 c,Kepler-783,Transit,2020,2.332,NA
4264,Kepler-784 b,Kepler-784,Transit,2016,1.58,NA
4265,Kepler-785 b,Kepler-785,Transit,2016,13.02,NA
4266,Kepler-786 b,Kepler-786,Transit,2016,2.43,NA
4267,Kepler-787 b,Kepler-787,Transit,2016,1.28,NA
4268,Kepler-788 b,Kepler-788,Transit,2016,2.55,NA
4269,Kepler-789 b,Kepler-789,Transit,2016,2.12,NA
4270,Kepler-79 b,Kepler-79,Transit,2012,3.47,10.9
4271,Kepler-79 c,Kepler-79,Transit,2012,3.72,5.9
4272,Kepler-79 d,Kepler-79,Transit,2014,7.16,6
4273,Kepler-79 e,Kepler-79,Transit,2014,3.49,4.1
4274,Kepler-790 b,Kepler-790,Transit,2016,2.18,NA
4275,Kepler-791 b,Kepler-791,Transit,2016,3.05,NA
4276,Kepler-792 b,Kepler-792,Transit,2016,1.96,NA
4277,Kepler-793 b,Kepler-793,Transit,2016,1.37,NA
4278,Kepler-794 b,Kepler-794,Transit,2016,2.11,NA
4279,Kepler-795 b,Kepler-795,Transit,2016,1.68,NA
4280,Kepler-796 b,Kepler-796,Transit,2016,1.3,NA
4281,Kepler-797 b,Kepler-797,Transit,2016,2.17,NA
4282,Kepler-798 b,Kepler-798,Transit,2016,2.39,NA
4283,Kepler-799 b,Kepler-799,Transit,2016,6.88,NA
4284,Kepler-799 c,Kepler-799,Transit,2021,2.781,NA
4285,Kepler-8 b,Kepler-8,Transit,2010,15.872,187.5197
4286,Kepler-80 b,Kepler-80,Transit,2012,2.67,6.93
4287,Kepler-80 c,Kepler-80,Transit,2012,2.74,6.74
4288,Kepler-80 d,Kepler-80,Transit,2014,1.53,6.75
4289,Kepler-80 e,Kepler-80,Transit,2014,1.6,4.13
4290,Kepler-80 f,Kepler-80,Transit,2016,1.21,NA
4291,Kepler-80 g,Kepler-80,Transit,2017,1.13,NA
4292,Kepler-800 b,Kepler-800,Transit,2016,2.85,NA
4293,Kepler-801 b,Kepler-801,Transit,2016,2,NA
4294,Kepler-802 b,Kepler-802,Transit,2016,3.54,NA
4295,Kepler-803 b,Kepler-803,Transit,2016,3.79,NA
4296,Kepler-804 b,Kepler-804,Transit,2016,1.94,NA
4297,Kepler-804 c,Kepler-804,Transit,2016,1.14,NA
4298,Kepler-805 b,Kepler-805,Transit,2016,2.89,NA
4299,Kepler-806 b,Kepler-806,Transit,2016,1.14,NA
4300,Kepler-807 b,Kepler-807,Transit,2016,10.42,NA
4301,Kepler-808 b,Kepler-808,Transit,2016,1.46,NA
4302,Kepler-809 b,Kepler-809,Transit,2016,3.01,NA
4303,Kepler-81 b,Kepler-81,Transit,2012,2.42,NA
4304,Kepler-81 c,Kepler-81,Transit,2012,2.37,NA
4305,Kepler-81 d,Kepler-81,Transit,2014,1.21,NA
4306,Kepler-810 b,Kepler-810,Transit,2016,1.93,NA
4307,Kepler-811 b,Kepler-811,Transit,2016,2.7,NA
4308,Kepler-812 b,Kepler-812,Transit,2016,3.55,NA
4309,Kepler-813 b,Kepler-813,Transit,2016,2.14,NA
4310,Kepler-814 b,Kepler-814,Transit,2016,2.12,NA
4311,Kepler-815 b,Kepler-815,Transit,2016,4.11,NA
4312,Kepler-816 b,Kepler-816,Transit,2016,10.24,NA
4313,Kepler-817 b,Kepler-817,Transit,2016,9.03,NA
4314,Kepler-818 b,Kepler-818,Transit,2016,5.11,NA
4315,Kepler-819 b,Kepler-819,Transit,2016,2.76,NA
4316,Kepler-82 b,Kepler-82,Transit,2012,4.07,12.15
4317,Kepler-82 c,Kepler-82,Transit,2012,5.34,13.9
4318,Kepler-82 d,Kepler-82,Transit,2014,1.77,NA
4319,Kepler-82 e,Kepler-82,Transit,2014,2.47,NA
4320,Kepler-82 f,Kepler-82,Transit Timing Variations,2019,NA,20.9
4321,Kepler-820 b,Kepler-820,Transit,2016,6.09,NA
4322,Kepler-821 b,Kepler-821,Transit,2016,1.31,NA
4323,Kepler-822 b,Kepler-822,Transit,2016,1.77,NA
4324,Kepler-823 b,Kepler-823,Transit,2016,1.57,NA
4325,Kepler-824 b,Kepler-824,Transit,2016,1.87,NA
4326,Kepler-825 b,Kepler-825,Transit,2016,1.53,NA
4327,Kepler-825 c,Kepler-825,Transit,2016,1.84,NA
4328,Kepler-826 b,Kepler-826,Transit,2016,1.25,NA
4329,Kepler-827 b,Kepler-827,Transit,2016,5.63,NA
4330,Kepler-828 b,Kepler-828,Transit,2016,1.51,NA
4331,Kepler-829 b,Kepler-829,Transit,2016,2.11,NA
4332,Kepler-83 b,Kepler-83,Transit,2012,2.83,NA
4333,Kepler-83 c,Kepler-83,Transit,2012,2.36,NA
4334,Kepler-83 d,Kepler-83,Transit,2014,1.94,NA
4335,Kepler-830 b,Kepler-830,Transit,2016,1.7,NA
4336,Kepler-831 b,Kepler-831,Transit,2016,1.27,NA
4337,Kepler-832 b,Kepler-832,Transit,2016,2.06,NA
4338,Kepler-833 b,Kepler-833,Transit,2016,2.02,NA
4339,Kepler-834 b,Kepler-834,Transit,2016,2.02,NA
4340,Kepler-835 b,Kepler-835,Transit,2016,2.79,NA
4341,Kepler-836 b,Kepler-836,Transit,2016,2.73,NA
4342,Kepler-837 b,Kepler-837,Transit,2016,2.56,NA
4343,Kepler-838 b,Kepler-838,Transit,2016,2.73,NA
4344,Kepler-839 b,Kepler-839,Transit,2016,2.57,NA
4345,Kepler-84 b,Kepler-84,Transit,2012,2.23,NA
4346,Kepler-84 c,Kepler-84,Transit,2012,2.36,NA
4347,Kepler-84 d,Kepler-84,Transit,2014,1.38,NA
4348,Kepler-84 e,Kepler-84,Transit,2014,2.6,NA
4349,Kepler-84 f,Kepler-84,Transit,2014,2.2,NA
4350,Kepler-841 b,Kepler-841,Transit,2016,5.23,NA
4351,Kepler-842 b,Kepler-842,Transit,2016,1.6,NA
4352,Kepler-843 b,Kepler-843,Transit,2016,2.59,NA
4353,Kepler-844 b,Kepler-844,Transit,2016,1.68,NA
4354,Kepler-845 b,Kepler-845,Transit,2016,2.04,NA
4355,Kepler-846 b,Kepler-846,Transit,2016,2.48,NA
4356,Kepler-847 b,Kepler-847,Transit,2016,1.18,NA
4357,Kepler-848 b,Kepler-848,Transit,2016,1.7,NA
4358,Kepler-849 b,Kepler-849,Transit,2016,7.14,NA
4359,Kepler-85 b,Kepler-85,Transit,2012,1.97,NA
4360,Kepler-85 c,Kepler-85,Transit,2012,2.18,NA
4361,Kepler-85 d,Kepler-85,Transit,2014,1.2,NA
4362,Kepler-85 e,Kepler-85,Transit,2014,1.27,NA
4363,Kepler-850 b,Kepler-850,Transit,2016,1.78,NA
4364,Kepler-851 b,Kepler-851,Transit,2016,1.68,NA
4365,Kepler-852 b,Kepler-852,Transit,2016,2.54,NA
4366,Kepler-853 b,Kepler-853,Transit,2016,1.69,NA
4367,Kepler-855 b,Kepler-855,Transit,2016,8.35,NA
4368,Kepler-856 b,Kepler-856,Transit,2016,9.3,NA
4369,Kepler-857 b,Kepler-857,Transit,2016,6.8,NA
4370,Kepler-858 b,Kepler-858,Transit,2016,4.87,NA
4371,Kepler-859 b,Kepler-859,Transit,2016,3.09,NA
4372,Kepler-860 b,Kepler-860,Transit,2016,3.24,NA
4373,Kepler-861 b,Kepler-861,Transit,2016,2.28,NA
4374,Kepler-862 b,Kepler-862,Transit,2016,2.21,NA
4375,Kepler-863 b,Kepler-863,Transit,2016,2.9,NA
4376,Kepler-864 b,Kepler-864,Transit,2016,2.4,NA
4377,Kepler-865 b,Kepler-865,Transit,2016,2.49,NA
4378,Kepler-866 b,Kepler-866,Transit,2016,1.63,NA
4379,Kepler-867 b,Kepler-867,Transit,2016,4.64,NA
4380,Kepler-868 b,Kepler-868,Transit,2016,2.05,NA
4381,Kepler-869 b,Kepler-869,Transit,2016,3.61,NA
4382,Kepler-87 b,Kepler-87,Transit,2013,13.49,324.2
4383,Kepler-87 c,Kepler-87,Transit,2013,6.14,6.4
4384,Kepler-870 b,Kepler-870,Transit,2016,2.78,NA
4385,Kepler-871 b,Kepler-871,Transit,2016,3.74,NA
4386,Kepler-872 b,Kepler-872,Transit,2016,1.99,NA
4387,Kepler-873 b,Kepler-873,Transit,2016,3.75,NA
4388,Kepler-874 b,Kepler-874,Transit,2016,3.94,NA
4389,Kepler-875 b,Kepler-875,Transit,2016,2.9,NA
4390,Kepler-876 b,Kepler-876,Transit,2016,1.43,NA
4391,Kepler-877 b,Kepler-877,Transit,2016,2.12,NA
4392,Kepler-878 b,Kepler-878,Transit,2016,1.93,NA
4393,Kepler-879 b,Kepler-879,Transit,2016,2.57,NA
4394,Kepler-88 d,KOI-142,Radial Velocity,2020,NA,NA
4395,Kepler-880 b,Kepler-880,Transit,2016,2.66,NA
4396,Kepler-881 b,Kepler-881,Transit,2016,1.78,NA
4397,Kepler-882 b,Kepler-882,Transit,2016,1.23,NA
4398,Kepler-883 b,Kepler-883,Transit,2016,1.78,NA
4399,Kepler-884 b,Kepler-884,Transit,2016,1.23,NA
4400,Kepler-885 b,Kepler-885,Transit,2016,2.5,NA
4401,Kepler-886 b,Kepler-886,Transit,2016,1.52,NA
4402,Kepler-887 b,Kepler-887,Transit,2016,1.84,NA
4403,Kepler-887 c,Kepler-887,Transit,2016,1.13,NA
4404,Kepler-888 b,Kepler-888,Transit,2016,1.76,NA
4405,Kepler-889 b,Kepler-889,Transit,2016,1.09,NA
4406,Kepler-890 b,Kepler-890,Transit,2016,8.89,NA
4407,Kepler-891 b,Kepler-891,Transit,2016,6.41,NA
4408,Kepler-892 b,Kepler-892,Transit,2016,2.81,NA
4409,Kepler-893 b,Kepler-893,Transit,2016,3.03,NA
4410,Kepler-894 b,Kepler-894,Transit,2016,2.78,NA
4411,Kepler-895 b,Kepler-895,Transit,2016,1.54,NA
4412,Kepler-896 b,Kepler-896,Transit,2016,2.53,NA
4413,Kepler-897 b,Kepler-897,Transit,2016,2.39,NA
4414,Kepler-898 b,Kepler-898,Transit,2016,1.49,NA
4415,Kepler-899 b,Kepler-899,Transit,2016,2.68,NA
4416,Kepler-9 b,Kepler-9,Transit,2010,8.29,43.4
4417,Kepler-9 c,Kepler-9,Transit,2010,8.08,29.9
4418,Kepler-9 d,Kepler-9,Transit,2010,1.64,NA
4419,Kepler-90 i,KOI-351,Transit,2017,1.32,NA
4420,Kepler-900 b,Kepler-900,Transit,2016,2.08,NA
4421,Kepler-901 b,Kepler-901,Transit,2016,1.37,NA
4422,Kepler-902 b,Kepler-902,Transit,2016,2.54,NA
4423,Kepler-903 b,Kepler-903,Transit,2016,2.01,NA
4424,Kepler-903 c,Kepler-903,Transit,2016,2.53,NA
4425,Kepler-904 b,Kepler-904,Transit,2016,1.77,NA
4426,Kepler-905 b,Kepler-905,Transit,2016,1.41,NA
4427,Kepler-906 b,Kepler-906,Transit,2016,2.11,NA
4428,Kepler-907 b,Kepler-907,Transit,2016,1.2,NA
4429,Kepler-908 b,Kepler-908,Transit,2016,1.22,NA
4430,Kepler-909 b,Kepler-909,Transit,2016,1.47,NA
4431,Kepler-91 b,Kepler-91,Transit,2013,15.323,257.4423
4432,Kepler-910 b,Kepler-910,Transit,2016,0.82,NA
4433,Kepler-911 b,Kepler-911,Transit,2016,2.6,NA
4434,Kepler-912 b,Kepler-912,Transit,2016,2.8,NA
4435,Kepler-913 b,Kepler-913,Transit,2016,2.06,NA
4436,Kepler-913 c,Kepler-913,Transit,2021,3.858,NA
4437,Kepler-914 b,Kepler-914,Transit,2016,1.38,NA
4438,Kepler-915 b,Kepler-915,Transit,2016,1.5,NA
4439,Kepler-916 b,Kepler-916,Transit,2016,1.76,NA
4440,Kepler-917 b,Kepler-917,Transit,2016,1.91,NA
4441,Kepler-918 b,Kepler-918,Transit,2016,1.74,NA
4442,Kepler-919 b,Kepler-919,Transit,2016,2.25,NA
4443,Kepler-92 b,Kepler-92,Transit,2013,3.51,64.3
4444,Kepler-92 c,Kepler-92,Transit,2013,2.6,6.1
4445,Kepler-92 d,Kepler-92,Transit,2015,2.067,NA
4446,Kepler-920 b,Kepler-920,Transit,2016,2.42,NA
4447,Kepler-920 c,Kepler-920,Transit,2016,3.8,NA
4448,Kepler-921 b,Kepler-921,Transit,2016,2.87,NA
4449,Kepler-922 b,Kepler-922,Transit,2016,1.42,NA
4450,Kepler-923 b,Kepler-923,Transit,2016,1.38,NA
4451,Kepler-924 b,Kepler-924,Transit,2016,3.07,NA
4452,Kepler-925 b,Kepler-925,Transit,2016,2.34,NA
4453,Kepler-926 b,Kepler-926,Transit,2016,2.31,NA
4454,Kepler-927 b,Kepler-927,Transit,2016,1.72,NA
4455,Kepler-928 b,Kepler-928,Transit,2016,1.59,NA
4456,Kepler-929 b,Kepler-929,Transit,2016,1.11,NA
4457,Kepler-93 b,Kepler-93,Transit,2014,1.569,4.54426
4458,Kepler-93 c,Kepler-93,Radial Velocity,2014,NA,954
4459,Kepler-930 b,Kepler-930,Transit,2016,2.13,NA
4460,Kepler-931 b,Kepler-931,Transit,2016,1.33,NA
4461,Kepler-932 b,Kepler-932,Transit,2016,1.37,NA
4462,Kepler-933 b,Kepler-933,Transit,2016,2.46,NA
4463,Kepler-934 b,Kepler-934,Transit,2016,2.09,NA
4464,Kepler-935 b,Kepler-935,Transit,2016,1.35,NA
4465,Kepler-936 b,Kepler-936,Transit,2016,1.45,NA
4466,Kepler-937 b,Kepler-937,Transit,2016,3.72,NA
4467,Kepler-937 c,Kepler-937,Transit,2016,2.67,NA
4468,Kepler-938 b,Kepler-938,Transit,2016,2.22,NA
4469,Kepler-939 b,Kepler-939,Transit,2016,1.75,NA
4470,Kepler-94 b,Kepler-94,Transit,2014,3.51,10.84
4471,Kepler-94 c,Kepler-94,Radial Velocity,2014,NA,3126
4472,Kepler-940 b,Kepler-940,Transit,2016,3.34,NA
4473,Kepler-941 b,Kepler-941,Transit,2016,3.08,NA
4474,Kepler-942 b,Kepler-942,Transit,2016,2.13,NA
4475,Kepler-943 b,Kepler-943,Transit,2016,5.93,NA
4476,Kepler-944 b,Kepler-944,Transit,2016,2.63,NA
4477,Kepler-945 b,Kepler-945,Transit,2016,2.63,NA
4478,Kepler-946 b,Kepler-946,Transit,2016,1.93,NA
4479,Kepler-947 b,Kepler-947,Transit,2016,2.28,NA
4480,Kepler-948 b,Kepler-948,Transit,2016,1.85,NA
4481,Kepler-949 b,Kepler-949,Transit,2016,2.91,NA
4482,Kepler-95 b,Kepler-95,Transit,2014,3.42,13
4483,Kepler-950 b,Kepler-950,Transit,2016,8.98,NA
4484,Kepler-951 b,Kepler-951,Transit,2016,5.59,NA
4485,Kepler-952 b,Kepler-952,Transit,2016,7.65,NA
4486,Kepler-953 b,Kepler-953,Transit,2016,4.21,NA
4487,Kepler-953 c,Kepler-953,Transit,2016,1.19,NA
4488,Kepler-954 b,Kepler-954,Transit,2016,2.32,NA
4489,Kepler-955 b,Kepler-955,Transit,2016,3.13,NA
4490,Kepler-956 b,Kepler-956,Transit,2016,3,NA
4491,Kepler-957 b,Kepler-957,Transit,2016,5.5,NA
4492,Kepler-958 b,Kepler-958,Transit,2016,2.06,NA
4493,Kepler-959 b,Kepler-959,Transit,2016,4.38,NA
4494,Kepler-96 b,Kepler-96,Transit,2014,2.67,8.46
4495,Kepler-960 b,Kepler-960,Transit,2016,2.29,NA
4496,Kepler-961 b,Kepler-961,Transit,2016,2.55,NA
4497,Kepler-962 b,Kepler-962,Transit,2016,1.97,NA
4498,Kepler-963 b,Kepler-963,Transit,2016,2.66,NA
4499,Kepler-964 b,Kepler-964,Transit,2016,2.12,NA
4500,Kepler-965 b,Kepler-965,Transit,2016,3.38,NA
4501,Kepler-966 b,Kepler-966,Transit,2016,4.13,NA
4502,Kepler-967 b,Kepler-967,Transit,2016,2.35,NA
4503,Kepler-967 c,Kepler-967,Transit,2016,3.65,NA
4504,Kepler-968 b,Kepler-968,Transit,2016,2,NA
4505,Kepler-968 c,Kepler-968,Transit,2016,1.69,NA
4506,Kepler-969 b,Kepler-969,Transit,2016,2.07,NA
4507,Kepler-969 c,Kepler-969,Transit,2016,0.99,NA
4508,Kepler-97 b,Kepler-97,Transit,2014,1.48,3.51
4509,Kepler-97 c,Kepler-97,Radial Velocity,2014,NA,344
4510,Kepler-970 b,Kepler-970,Transit,2016,2.609,NA
4511,Kepler-971 b,Kepler-971,Transit,2016,2.13,NA
4512,Kepler-972 b,Kepler-972,Transit,2016,4.65,NA
4513,Kepler-973 b,Kepler-973,Transit,2016,1.96,NA
4514,Kepler-974 b,Kepler-974,Transit,2016,1.57,NA
4515,Kepler-975 b,Kepler-975,Transit,2016,1.48,NA
4516,Kepler-976 b,Kepler-976,Transit,2016,3.96,NA
4517,Kepler-977 b,Kepler-977,Transit,2016,2.62,NA
4518,Kepler-978 b,Kepler-978,Transit,2016,2.99,NA
4519,Kepler-979 b,Kepler-979,Transit,2016,2.72,NA
4520,Kepler-98 b,Kepler-98,Transit,2014,1.99,3.55
4521,Kepler-980 b,Kepler-980,Transit,2016,2.67,NA
4522,Kepler-981 b,Kepler-981,Transit,2016,2.31,NA
4523,Kepler-982 b,Kepler-982,Transit,2016,2.25,NA
4524,Kepler-983 b,Kepler-983,Transit,2016,2.36,NA
4525,Kepler-984 b,Kepler-984,Transit,2016,2.12,NA
4526,Kepler-985 b,Kepler-985,Transit,2016,2.98,NA
4527,Kepler-986 b,Kepler-986,Transit,2016,2.36,NA
4528,Kepler-987 b,Kepler-987,Transit,2016,3.26,NA
4529,Kepler-988 b,Kepler-988,Transit,2016,2.07,NA
4530,Kepler-989 b,Kepler-989,Transit,2016,2.21,NA
4531,Kepler-99 b,Kepler-99,Transit,2014,1.48,6.15
4532,Kepler-990 b,Kepler-990,Transit,2016,2.6,NA
4533,Kepler-990 c,Kepler-990,Transit,2016,1.53,NA
4534,Kepler-991 b,Kepler-991,Transit,2016,2.54,NA
4535,Kepler-992 b,Kepler-992,Transit,2016,1.62,NA
4536,Kepler-993 b,Kepler-993,Transit,2016,2.97,NA
4537,Kepler-994 b,Kepler-994,Transit,2016,1.6,NA
4538,Kepler-995 b,Kepler-995,Transit,2016,2.7,NA
4539,Kepler-996 b,Kepler-996,Transit,2016,1.98,NA
4540,Kepler-997 b,Kepler-997,Transit,2016,1.36,NA
4541,Kepler-998 b,Kepler-998,Transit,2016,2.32,NA
4542,Kepler-999 b,Kepler-999,Transit,2016,2.34,NA
4543,L 168-9 b,L 168-9,Transit,2020,1.39,4.6
4544,L 98-59 b,L 98-59,Transit,2019,0.85,0.4
4545,L 98-59 c,L 98-59,Transit,2019,1.385,2.22
4546,L 98-59 d,L 98-59,Transit,2019,1.521,1.94
4547,L 98-59 e,L 98-59,Radial Velocity,2021,NA,NA
4548,LHS 1140 b,LHS 1140,Transit,2017,1.635,6.38
4549,LHS 1140 c,LHS 1140,Transit,2018,1.169,1.76
4550,LHS 1478 b,LHS 1478,Transit,2021,1.242,2.33
4551,LHS 1678 b,LHS 1678,Transit,2021,0.696,0.35
4552,LHS 1678 c,LHS 1678,Transit,2021,0.982,1.4
4553,LHS 1815 b,LHS 1815,Transit,2020,1.088,8.7
4554,LHS 3844 b,LHS 3844,Transit,2019,1.303,NA
4555,LP 714-47 b,LP 714-47,Transit,2020,4.7,30.8
4556,LP 791-18 b,LP 791-18,Transit,2019,1.12,NA
4557,LP 791-18 c,LP 791-18,Transit,2019,2.31,NA
4558,LP 890-9 b,LP 890-9,Transit,2022,1.32,13.2
4559,LP 890-9 c,LP 890-9,Transit,2022,1.367,25.3
4560,LSPM J2116+0234 b,LSPM J2116+0234,Radial Velocity,2019,NA,NA
4561,LTT 1445 A b,LTT 1445 A,Transit,2019,1.305,2.87
4562,LTT 1445 A c,LTT 1445 A,Transit,2022,1.147,1.54
4563,LTT 3780 b,LTT 3780,Transit,2020,1.332,2.62
4564,LTT 3780 c,LTT 3780,Transit,2020,2.3,8.6
4565,LTT 9779 b,LTT 9779,Transit,2020,4.72,29.32
4566,LkCa 15 b,LkCa 15,Imaging,2015,NA,NA
4567,LkCa 15 c,LkCa 15,Imaging,2015,NA,NA
4568,Lupus-TR-3 b,Lupus-TR-3,Transit,2007,9.976,257.431
4569,MASCARA-1 b,MASCARA-1,Transit,2017,17.901,NA
4570,MASCARA-4 b,MASCARA-4,Transit,2020,17.15,985.273
4571,MOA-2007-BLG-192L b,MOA-2007-BLG-192L,Microlensing,2008,NA,3.3
4572,MOA-2007-BLG-400L b,MOA-2007-BLG-400L,Microlensing,2008,NA,260
4573,MOA-2008-BLG-310L b,MOA-2008-BLG-310L,Microlensing,2009,NA,23.4
4574,MOA-2008-BLG-379L b,MOA-2008-BLG-379L,Microlensing,2013,NA,1300
4575,MOA-2009-BLG-266L b,MOA-2009-BLG-266L,Microlensing,2011,NA,10.4
4576,MOA-2009-BLG-319L b,MOA-2009-BLG-319L,Microlensing,2010,NA,67.3
4577,MOA-2009-BLG-387L b,MOA-2009-BLG-387L,Microlensing,2010,NA,830
4578,MOA-2010-BLG-073L b,MOA-2010-BLG-073L,Microlensing,2012,NA,3500
4579,MOA-2010-BLG-117L b,MOA-2010-BLG-117L,Microlensing,2018,NA,170
4580,MOA-2010-BLG-328L b,MOA-2010-BLG-328L,Microlensing,2013,NA,9.2
4581,MOA-2010-BLG-353L b,MOA-2010-BLG-353L,Microlensing,2015,NA,86
4582,MOA-2010-BLG-477L b,MOA-2010-BLG-477L,Microlensing,2012,NA,480
4583,MOA-2011-BLG-028L b,MOA-2011-BLG-028L,Microlensing,2016,NA,30
4584,MOA-2011-BLG-262L b,MOA-2011-BLG-262L,Microlensing,2014,NA,17
4585,MOA-2011-BLG-291L b,MOA-2011-BLG-291L,Microlensing,2018,NA,18
4586,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,Microlensing,2012,NA,1500
4587,MOA-2011-BLG-322L b,MOA-2011-BLG-322L,Microlensing,2013,NA,3690
4588,MOA-2012-BLG-006L b,MOA-2012-BLG-006L,Microlensing,2017,NA,2700
4589,MOA-2012-BLG-505L b,MOA-2012-BLG-505L,Microlensing,2017,NA,6.7
4590,MOA-2013-BLG-220L b,MOA-2013-BLG-220L,Microlensing,2014,NA,871
4591,MOA-2013-BLG-605L b,MOA-2013-BLG-605L,Microlensing,2016,NA,3.24
4592,MOA-2015-BLG-337L b,MOA-2015-BLG-337L,Microlensing,2018,NA,33.7
4593,MOA-2016-BLG-227L b,MOA-2016-BLG-227L,Microlensing,2017,NA,890
4594,MOA-2016-BLG-319L b,MOA-2016-BLG-319L,Microlensing,2018,NA,200
4595,MOA-2019-BLG-008L b,MOA-2019-BLG-008L,Microlensing,2022,NA,5720.91133
4596,MOA-2020-BLG-135L b,MOA-2020-BLG-135L,Microlensing,2022,NA,11.3
4597,MOA-bin-1L b,MOA-bin-1L,Microlensing,2012,NA,1200
4598,MOA-bin-29 b,MOA-bin-29,Microlensing,2019,NA,190
4599,MXB 1658-298 b,MXB 1658-298,Eclipse Timing Variations,2017,NA,7532.571
4600,NGC 2682 Sand 364 b,NGC 2682 Sand 364,Radial Velocity,2014,NA,NA
4601,NGC 2682 Sand 978 b,NGC 2682 Sand 978,Radial Velocity,2017,NA,NA
4602,NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,Radial Velocity,2014,NA,NA
4603,NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,Radial Velocity,2014,NA,NA
4604,NGC 2682 YBP 401 b,NGC 2682 YBP 401,Radial Velocity,2016,NA,NA
4605,NGTS-1 b,NGTS-1,Transit,2017,14.908,258.07796
4606,NGTS-10 b,NGTS-10,Transit,2020,13.507,687.14846
4607,NGTS-11 b,NGTS-11,Transit,2020,9.158,109.33352
4608,NGTS-12 b,NGTS-12,Transit,2020,11.747,66.10864
4609,NGTS-13 b,NGTS-13,Transit,2021,12.801,1538.2972
4610,NGTS-14 A b,NGTS-14 A,Transit,2021,4.977,29.24036
4611,NGTS-15 b,NGTS-15,Transit,2021,12.33,238.68913
4612,NGTS-16 b,NGTS-16,Transit,2021,14.572,211.99155
4613,NGTS-17 b,NGTS-17,Transit,2021,13.899,242.8209
4614,NGTS-18 b,NGTS-18,Transit,2021,13.563,129.99182
4615,NGTS-2 b,NGTS-2,Transit,2018,17.878,235.1942
4616,NGTS-20 b,NGTS-20,Transit,2022,11.994,947.12865
4617,NGTS-21 b,NGTS-21,Transit,2022,14.908,750.07504
4618,NGTS-23 b,NGTS-23,Transit,2022,14.202,194.82881
4619,NGTS-24 b,NGTS-24,Transit,2022,13.608,165.27077
4620,NGTS-25 b,NGTS-25,Transit,2022,11.467,203.09235
4621,NGTS-3 A b,NGTS-3 A,Transit,2018,16.589,756.4354
4622,NGTS-4 b,NGTS-4,Transit,2019,3.18,20.6
4623,NGTS-5 b,NGTS-5,Transit,2019,12.733,72.78307
4624,NGTS-6 b,NGTS-6,Transit,2019,14.863,425.57437
4625,NGTS-8 b,NGTS-8,Transit,2019,12.218,295.5819
4626,NGTS-9 b,NGTS-9,Transit,2019,11.994,921.707
4627,NN Ser c,NN Ser,Eclipse Timing Variations,2010,NA,2329.6
4628,NN Ser d,NN Ser,Eclipse Timing Variations,2010,NA,731
4629,NSVS 14256825 b,NSVS 14256825,Eclipse Timing Variations,2019,NA,NA
4630,NY Vir b,NY Vir,Eclipse Timing Variations,2011,NA,NA
4631,NY Vir c,NY Vir,Eclipse Timing Variations,2019,NA,NA
4632,OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,Microlensing,2004,NA,830
4633,OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,Microlensing,2005,NA,1200
4634,OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,Microlensing,2006,NA,14.1
4635,OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,Microlensing,2005,NA,5.5
4636,OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,Microlensing,2008,NA,231
4637,OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,Microlensing,2008,NA,86
4638,OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,Microlensing,2020,NA,144
4639,OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,Microlensing,2016,NA,80
4640,OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,Microlensing,2009,NA,20
4641,OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,Microlensing,2014,NA,57
4642,OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,Microlensing,2014,NA,1500
4643,OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,Microlensing,2018,NA,60
4644,OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,Microlensing,2012,NA,170
4645,OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,Microlensing,2015,NA,280
