zip,sex,age,obese,n,pop
54545,male,55-74,67,127,151
54546,male,55-74,NA,NA,173
54547,male,55-74,134,248,310
54548,male,55-74,264,574,898
54550,male,55-74,32,64,78
54552,male,55-74,291,532,687
54554,male,55-74,66,127,197
54555,male,55-74,316,606,807
54556,male,55-74,91,155,156
54557,male,55-74,59,137,236
54558,male,55-74,127,251,395
54559,male,55-74,NA,NA,61
54560,male,55-74,37,78,85
54561,male,55-74,NA,NA,7
54562,male,55-74,115,227,375
54563,male,55-74,29,45,88
54564,male,55-74,23,37,94
54565,male,55-74,NA,NA,11
54566,male,55-74,53,90,185
54568,male,55-74,272,531,708
54601,male,55-74,1602,3495,4047
54603,male,55-74,646,1278,1650
54610,male,55-74,22,49,289
54611,male,55-74,NA,NA,132
54612,male,55-74,225,434,470
54613,male,55-74,86,154,417
54614,male,55-74,125,264,361
54615,male,55-74,182,353,1334
54616,male,55-74,110,204,314
54618,male,55-74,90,160,307
54619,male,55-74,120,202,327
54621,male,55-74,70,122,171
54622,male,55-74,77,152,317
54623,male,55-74,109,197,248
54624,male,55-74,89,189,280
54625,male,55-74,NA,NA,33
54626,male,55-74,81,135,202
54627,male,55-74,131,232,278
54628,male,55-74,71,142,199
54629,male,55-74,98,177,363
54630,male,55-74,220,383,483
54631,male,55-74,48,99,263
54632,male,55-74,85,144,203
54634,male,55-74,185,313,488
54635,male,55-74,31,45,252
54636,male,55-74,669,1263,1454
54637,male,55-74,NA,NA,10
54638,male,55-74,87,142,205
54639,male,55-74,67,119,330
54641,male,55-74,NA,NA,1
54642,male,55-74,91,146,210
54643,male,55-74,NA,NA,2
54644,male,55-74,102,175,155
54645,male,55-74,NA,NA,9
54646,male,55-74,127,222,555
54648,male,55-74,65,110,160
54650,male,55-74,1188,2350,2565
54651,male,55-74,37,70,135
54652,male,55-74,36,60,130
54653,male,55-74,57,94,76
54654,male,55-74,NA,NA,13
54655,male,55-74,56,107,294
54656,male,55-74,926,1602,1943
54657,male,55-74,NA,NA,56
54658,male,55-74,176,312,371
54659,male,55-74,37,66,148
54660,male,55-74,670,1214,1947
54661,male,55-74,192,359,423
54664,male,55-74,45,94,219
54665,male,55-74,313,571,1056
54666,male,55-74,109,202,352
54667,male,55-74,164,309,559
54669,male,55-74,425,754,796
54670,male,55-74,76,115,147
54701,male,55-74,328,742,3785
54703,male,55-74,478,967,3663
54720,male,55-74,93,172,630
54721,male,55-74,NA,NA,162
54722,male,55-74,99,168,446
54723,male,55-74,NA,NA,137
54724,male,55-74,112,194,686
54725,male,55-74,NA,NA,375
54726,male,55-74,49,74,189
54727,male,55-74,162,278,607
54728,male,55-74,212,360,996
54729,male,55-74,809,1498,3572
54730,male,55-74,NA,NA,597
54731,male,55-74,31,51,78
54732,male,55-74,120,196,383
54733,male,55-74,31,44,160
54734,male,55-74,NA,NA,97
54736,male,55-74,NA,NA,492
54737,male,55-74,NA,NA,60
54738,male,55-74,41,81,366
54739,male,55-74,49,74,461
54740,male,55-74,NA,NA,242
54741,male,55-74,33,64,196
54742,male,55-74,74,132,481
54745,male,55-74,102,182,406
54746,male,55-74,NA,NA,83
54747,male,55-74,142,224,330
54748,male,55-74,38,87,211
54749,male,55-74,NA,NA,161
54750,male,55-74,NA,NA,124
54751,male,55-74,NA,NA,2186
54754,male,55-74,35,62,263
54755,male,55-74,54,104,821
54756,male,55-74,NA,NA,160
54757,male,55-74,59,107,482
54758,male,55-74,56,85,549
54759,male,55-74,NA,NA,233
54760,male,55-74,NA,NA,35
54761,male,55-74,NA,NA,141
54762,male,55-74,NA,NA,149
54763,male,55-74,NA,NA,183
54765,male,55-74,NA,NA,0
54766,male,55-74,63,117,203
54767,male,55-74,NA,NA,395
54768,male,55-74,78,133,729
54769,male,55-74,NA,NA,113
54770,male,55-74,24,48,286
54771,male,55-74,57,95,428
54772,male,55-74,NA,NA,129
54773,male,55-74,153,272,373
54801,male,55-74,69,145,880
54805,male,55-74,NA,NA,138
54806,male,55-74,NA,NA,1332
54810,male,55-74,NA,NA,327
54812,male,55-74,70,118,540
54813,male,55-74,NA,NA,98
54814,male,55-74,NA,NA,420
54817,male,55-74,121,228,425
54819,male,55-74,90,162,367
54820,male,55-74,NA,NA,127
54821,male,55-74,NA,NA,295
54822,male,55-74,100,211,567
54824,male,55-74,NA,NA,276
54826,male,55-74,NA,NA,130
54827,male,55-74,NA,NA,53
54828,male,55-74,NA,NA,117
54829,male,55-74,63,117,677
54830,male,55-74,NA,NA,660
54832,male,55-74,NA,NA,87
54835,male,55-74,43,83,161
54836,male,55-74,NA,NA,123
54837,male,55-74,NA,NA,555
54838,male,55-74,NA,NA,331
54839,male,55-74,NA,NA,42
54840,male,55-74,NA,NA,596
54841,male,55-74,NA,NA,25
54842,male,55-74,NA,NA,22
54843,male,55-74,100,188,1630
54844,male,55-74,NA,NA,73
54845,male,55-74,NA,NA,29
54846,male,55-74,NA,NA,84
54847,male,55-74,NA,NA,380
54848,male,55-74,225,412,735
54849,male,55-74,NA,NA,308
54850,male,55-74,NA,NA,47
54853,male,55-74,NA,NA,595
54854,male,55-74,NA,NA,134
54855,male,55-74,NA,NA,77
54856,male,55-74,NA,NA,221
54857,male,55-74,NA,NA,18
54858,male,55-74,NA,NA,250
54859,male,55-74,NA,NA,297
54861,male,55-74,NA,NA,10
54862,male,55-74,NA,NA,48
54864,male,55-74,NA,NA,129
54865,male,55-74,NA,NA,94
54867,male,55-74,20,38,67
54868,male,55-74,473,883,1866
54870,male,55-74,53,112,316
54871,male,55-74,49,75,444
54872,male,55-74,NA,NA,393
54873,male,55-74,NA,NA,538
54874,male,55-74,NA,NA,430
54875,male,55-74,20,33,183
54876,male,55-74,17,37,270
54880,male,55-74,NA,NA,3276
54888,male,55-74,20,43,256
54889,male,55-74,NA,NA,384
54891,male,55-74,NA,NA,550
54893,male,55-74,NA,NA,613
54895,male,55-74,42,68,169
54896,male,55-74,70,136,319
54901,male,55-74,227,486,2631
54902,male,55-74,150,331,2033
54904,male,55-74,272,559,2949
54909,male,55-74,37,54,297
54911,male,55-74,390,892,2288
54913,male,55-74,345,773,1938
54914,male,55-74,512,1090,2957
54915,male,55-74,795,1725,3726
54921,male,55-74,34,72,170
54922,male,55-74,44,84,151
54923,male,55-74,NA,NA,1063
54927,male,55-74,NA,NA,68
54928,male,55-74,NA,NA,44
54929,male,55-74,NA,NA,1009
54930,male,55-74,42,62,253
54931,male,55-74,NA,NA,20
54932,male,55-74,NA,NA,153
54933,male,55-74,NA,NA,28
54934,male,55-74,NA,NA,24
54935,male,55-74,NA,NA,4125
54937,male,55-74,NA,NA,2474
54940,male,55-74,NA,NA,560
54941,male,55-74,NA,NA,444
54942,male,55-74,165,354,799
54943,male,55-74,56,94,334
54944,male,55-74,189,395,971
54945,male,55-74,48,82,524
54946,male,55-74,NA,NA,24
54947,male,55-74,92,180,389
54948,male,55-74,NA,NA,31
54949,male,55-74,NA,NA,453
54950,male,55-74,NA,NA,422
54952,male,55-74,602,1166,2623
54956,male,55-74,1090,2391,4178
54960,male,55-74,NA,NA,501
54961,male,55-74,NA,NA,1551
54962,male,55-74,NA,NA,158
54963,male,55-74,80,163,958
54964,male,55-74,15,33,161
54965,male,55-74,NA,NA,180
54966,male,55-74,47,70,262
54967,male,55-74,NA,NA,62
54968,male,55-74,NA,NA,394
54970,male,55-74,NA,NA,544
54971,male,55-74,NA,NA,1138
54974,male,55-74,NA,NA,181
54977,male,55-74,NA,NA,220
54979,male,55-74,NA,NA,219
54980,male,55-74,NA,NA,40
54981,male,55-74,NA,NA,1910
54982,male,55-74,NA,NA,1001
54983,male,55-74,NA,NA,609
54984,male,55-74,NA,NA,544
54985,male,55-74,NA,NA,50
54986,male,55-74,112,178,673
53001,male,75+,NA,NA,73
53002,male,75+,11,31,67
53003,male,75+,NA,NA,0
53004,male,75+,NA,NA,89
53005,male,75+,129,481,784
53006,male,75+,NA,NA,46
53007,male,75+,NA,NA,66
53010,male,75+,47,115,230
53011,male,75+,NA,NA,78
53012,male,75+,94,343,614
53013,male,75+,10,38,87
53014,male,75+,NA,NA,190
53015,male,75+,NA,NA,61
53016,male,75+,NA,NA,16
53017,male,75+,45,129,53
53018,male,75+,11,40,190
53019,male,75+,NA,NA,50
53020,male,75+,23,57,119
53021,male,75+,25,59,102
53022,male,75+,152,479,442
53023,male,75+,NA,NA,38
53024,male,75+,68,223,521
53027,male,75+,105,285,695
53029,male,75+,48,147,490
53031,male,75+,NA,NA,0
53032,male,75+,55,124,162
53033,male,75+,34,116,116
53034,male,75+,NA,NA,39
53035,male,75+,NA,NA,36
53036,male,75+,NA,NA,39
53037,male,75+,72,192,171
53038,male,75+,10,33,92
53039,male,75+,33,94,196
53040,male,75+,80,230,236
53042,male,75+,15,39,197
53044,male,75+,NA,NA,85
53045,male,75+,91,458,1008
53046,male,75+,NA,NA,33
53047,male,75+,NA,NA,2
53048,male,75+,NA,NA,114
53049,male,75+,NA,NA,76
53050,male,75+,39,81,236
53051,male,75+,314,1130,1265
53057,male,75+,NA,NA,89
53058,male,75+,NA,NA,112
53059,male,75+,NA,NA,67
53061,male,75+,NA,NA,277
53063,male,75+,NA,NA,33
53065,male,75+,NA,NA,65
53066,male,75+,46,149,825
53069,male,75+,NA,NA,16
53070,male,75+,31,97,168
53072,male,75+,63,224,785
53073,male,75+,52,155,597
53074,male,75+,36,114,405
53075,male,75+,15,48,78
53076,male,75+,26,78,96
53078,male,75+,NA,NA,48
53079,male,75+,NA,NA,58
53080,male,75+,18,52,132
53081,male,75+,189,602,1227
53083,male,75+,117,319,442
53085,male,75+,68,181,391
53086,male,75+,43,123,176
53088,male,75+,NA,NA,26
53089,male,75+,96,333,425
53090,male,75+,150,447,460
53091,male,75+,NA,NA,34
53092,male,75+,136,565,843
53093,male,75+,NA,NA,31
53094,male,75+,38,102,473
53095,male,75+,291,961,1038
53097,male,75+,22,86,122
53098,male,75+,33,93,405
53103,male,75+,NA,NA,128
53104,male,75+,NA,NA,131
53105,male,75+,39,106,938
53108,male,75+,NA,NA,177
53110,male,75+,26,63,564
53114,male,75+,NA,NA,52
53115,male,75+,97,284,452
53118,male,75+,17,39,270
53119,male,75+,NA,NA,126
53120,male,75+,13,38,372
53121,male,75+,88,226,417
53122,male,75+,44,206,191
53125,male,75+,22,76,95
53126,male,75+,NA,NA,142
53128,male,75+,12,32,147
53129,male,75+,51,233,599
53130,male,75+,24,75,278
53132,male,75+,72,225,994
53137,male,75+,NA,NA,36
53139,male,75+,NA,NA,67
53140,male,75+,20,73,506
53142,male,75+,31,83,699
53143,male,75+,NA,NA,512
53144,male,75+,18,59,515
53146,male,75+,20,74,219
53147,male,75+,70,245,517
53149,male,75+,13,60,459
53150,male,75+,41,158,665
53151,male,75+,88,349,1203
53153,male,75+,NA,NA,81
53154,male,75+,29,100,665
53156,male,75+,14,33,96
53158,male,75+,16,43,282
53167,male,75+,NA,NA,0
53168,male,75+,NA,NA,164
53170,male,75+,NA,NA,66
53172,male,75+,19,79,611
53177,male,75+,NA,NA,195
53178,male,75+,NA,NA,89
53179,male,75+,NA,NA,71
53181,male,75+,12,30,211
53182,male,75+,NA,NA,189
53183,male,75+,NA,NA,41
53184,male,75+,21,74,119
53185,male,75+,30,82,538
53186,male,75+,60,220,819
53188,male,75+,40,123,709
53189,male,75+,14,71,607
53190,male,75+,121,397,283
53191,male,75+,20,87,121
53192,male,75+,NA,NA,0
53195,male,75+,NA,NA,0
53202,male,75+,79,309,491
53203,male,75+,NA,NA,3
53204,male,75+,15,53,301
53205,male,75+,12,40,153
53206,male,75+,48,154,534
53207,male,75+,40,139,669
53208,male,75+,35,125,171
53209,male,75+,119,399,934
53210,male,75+,31,97,201
53211,male,75+,103,396,632
53212,male,75+,34,135,335
53213,male,75+,80,360,405
53214,male,75+,82,247,667
53215,male,75+,26,92,670
53216,male,75+,33,155,555
53217,male,75+,116,536,1001
53218,male,75+,53,208,577
53219,male,75+,57,173,925
53220,male,75+,64,191,976
53221,male,75+,55,200,1146
53222,male,75+,69,306,681
53223,male,75+,100,348,896
53224,male,75+,56,189,282
53225,male,75+,50,253,629
53226,male,75+,104,418,693
53227,male,75+,66,201,750
53228,male,75+,42,137,552
53233,male,75+,13,43,88
53235,male,75+,NA,NA,366
53295,male,75+,NA,NA,24
53402,male,75+,43,123,889
53403,male,75+,17,52,433
53404,male,75+,NA,NA,272
53405,male,75+,17,63,604
53406,male,75+,32,113,991
53501,male,75+,NA,NA,0
53502,male,75+,26,83,59
53503,male,75+,NA,NA,66
53504,male,75+,35,79,86
53505,male,75+,NA,NA,13
53506,male,75+,NA,NA,36
53507,male,75+,11,36,38
53508,male,75+,57,151,101
53510,male,75+,NA,NA,38
53511,male,75+,95,337,1280
53515,male,75+,27,58,81
53516,male,75+,31,74,55
53517,male,75+,12,39,36
53518,male,75+,10,36,54
53520,male,75+,104,261,247
53521,male,75+,34,88,83
53522,male,75+,NA,NA,26
53523,male,75+,44,130,123
53525,male,75+,13,37,98
53526,male,75+,NA,NA,27
53527,male,75+,64,186,109
53528,male,75+,58,160,134
53529,male,75+,22,57,49
53530,male,75+,42,97,177
53531,male,75+,31,81,77
53532,male,75+,115,329,303
53533,male,75+,57,169,194
53534,male,75+,152,402,371
53536,male,75+,83,224,246
53537,male,75+,NA,NA,20
53538,male,75+,173,450,549
53540,male,75+,NA,NA,0
53541,male,75+,NA,NA,33
53543,male,75+,11,37,58
53544,male,75+,NA,NA,30
53545,male,75+,237,789,571
53546,male,75+,338,1033,882
53548,male,75+,172,533,436
53549,male,75+,73,174,289
53550,male,75+,NA,NA,18
53551,male,75+,49,132,274
53553,male,75+,NA,NA,7
53554,male,75+,NA,NA,51
53555,male,75+,52,193,242
53556,male,75+,NA,NA,78
53557,male,75+,NA,NA,10
53558,male,75+,107,292,226
53559,male,75+,43,122,145
53560,male,75+,31,74,73
53561,male,75+,24,59,75
53562,male,75+,187,787,710
53563,male,75+,113,297,204
53565,male,75+,39,106,115
53566,male,75+,231,670,554
53569,male,75+,NA,NA,48
53570,male,75+,42,100,41
53571,male,75+,NA,NA,0
53572,male,75+,93,246,255
53573,male,75+,20,66,157
53574,male,75+,55,154,146
53575,male,75+,118,322,278
53576,male,75+,22,54,59
53577,male,75+,16,31,71
53578,male,75+,34,115,172
53579,male,75+,NA,NA,49
53580,male,75+,NA,NA,15
53581,male,75+,44,122,424
53582,male,75+,NA,NA,39
53583,male,75+,50,133,154
53585,male,75+,NA,NA,65
53586,male,75+,14,35,78
53587,male,75+,16,44,45
53588,male,75+,31,94,175
53589,male,75+,197,599,656
53590,male,75+,247,705,526
53593,male,75+,137,476,222
53594,male,75+,39,95,148
53597,male,75+,167,528,625
53598,male,75+,NA,NA,16
53599,male,75+,NA,NA,2
53702,male,75+,NA,NA,19
53703,male,75+,37,258,129
53704,male,75+,237,829,733
53705,male,75+,132,918,865
53706,male,75+,NA,NA,0
53711,male,75+,300,1225,960
53713,male,75+,68,225,176
53714,male,75+,115,333,418
53715,male,75+,21,81,65
53716,male,75+,162,628,536
53717,male,75+,87,415,266
53718,male,75+,114,404,288
53719,male,75+,115,459,395
53726,male,75+,11,78,125
53792,male,75+,NA,NA,0
53801,male,75+,NA,NA,50
53802,male,75+,NA,NA,4
53803,male,75+,NA,NA,45
53804,male,75+,NA,NA,59
53805,male,75+,56,163,115
53806,male,75+,NA,NA,74
53807,male,75+,12,30,153
53808,male,75+,NA,NA,47
53809,male,75+,24,77,107
53810,male,75+,NA,NA,25
53811,male,75+,NA,NA,105
53813,male,75+,22,48,238
53816,male,75+,NA,NA,27
53817,male,75+,NA,NA,2
53818,male,75+,47,128,374
53820,male,75+,NA,NA,82
53821,male,75+,93,242,329
53825,male,75+,NA,NA,13
53826,male,75+,NA,NA,19
53827,male,75+,NA,NA,16
53901,male,75+,144,434,401
53910,male,75+,30,70,175
53911,male,75+,17,43,37
53913,male,75+,185,562,540
53916,male,75+,294,734,680
53919,male,75+,NA,NA,86
53920,male,75+,NA,NA,27
53922,male,75+,NA,NA,27
53923,male,75+,16,42,40
53924,male,75+,NA,NA,54
53925,male,75+,99,201,246
53926,male,75+,NA,NA,20
53928,male,75+,NA,NA,3
53929,male,75+,22,56,120
53930,male,75+,21,39,30
53931,male,75+,NA,NA,12
53932,male,75+,15,33,58
53933,male,75+,32,74,126
53934,male,75+,38,100,248
53935,male,75+,NA,NA,15
53936,male,75+,NA,NA,57
53937,male,75+,NA,NA,17
53939,male,75+,NA,NA,12
53941,male,75+,14,47,106
53943,male,75+,NA,NA,36
53944,male,75+,14,36,64
53946,male,75+,13,30,210
53947,male,75+,NA,NA,10
53948,male,75+,49,116,295
53949,male,75+,70,158,284
53950,male,75+,31,67,165
53951,male,75+,22,55,59
53952,male,75+,43,114,147
53953,male,75+,NA,NA,0
53954,male,75+,71,186,194
53955,male,75+,68,151,106
53956,male,75+,31,83,128
53959,male,75+,83,221,277
53960,male,75+,30,83,103
53961,male,75+,NA,NA,25
53963,male,75+,25,95,467
53964,male,75+,34,86,121
53965,male,75+,117,292,410
53968,male,75+,17,48,67
53969,male,75+,NA,NA,32
54001,male,75+,NA,NA,500
54002,male,75+,NA,NA,108
54003,male,75+,NA,NA,15
54004,male,75+,NA,NA,56
54005,male,75+,NA,NA,62
54006,male,75+,NA,NA,18
54007,male,75+,NA,NA,24
54009,male,75+,NA,NA,29
54010,male,75+,NA,NA,0
54011,male,75+,NA,NA,167
54013,male,75+,NA,NA,94
54014,male,75+,NA,NA,46
54015,male,75+,NA,NA,66
54016,male,75+,NA,NA,586
54017,male,75+,NA,NA,421
54020,male,75+,NA,NA,155
54021,male,75+,NA,NA,124
54022,male,75+,NA,NA,439
54023,male,75+,NA,NA,38
54024,male,75+,NA,NA,163
54025,male,75+,NA,NA,98
54026,male,75+,NA,NA,28
54027,male,75+,NA,NA,13
54028,male,75+,NA,NA,55
54082,male,75+,NA,NA,0
54101,male,75+,10,37,33
54102,male,75+,NA,NA,41
54103,male,75+,NA,NA,14
54104,male,75+,NA,NA,94
54106,male,75+,24,61,118
54107,male,75+,NA,NA,90
54110,male,75+,NA,NA,182
54111,male,75+,NA,NA,134
54112,male,75+,NA,NA,79
54113,male,75+,14,36,153
54114,male,75+,33,76,319
54115,male,75+,244,665,909
54119,male,75+,NA,NA,29
54120,male,75+,NA,NA,18
54121,male,75+,NA,NA,160
54123,male,75+,NA,NA,3
54124,male,75+,35,85,109
54125,male,75+,NA,NA,33
54126,male,75+,16,38,69
54127,male,75+,NA,NA,0
54128,male,75+,NA,NA,70
54129,male,75+,NA,NA,141
54130,male,75+,53,129,562
54135,male,75+,NA,NA,68
54136,male,75+,43,111,229
54137,male,75+,NA,NA,54
54138,male,75+,26,61,75
54139,male,75+,37,92,111
54140,male,75+,22,56,207
54141,male,75+,14,35,86
54143,male,75+,20,54,536
54149,male,75+,26,71,83
54150,male,75+,NA,NA,6
54151,male,75+,NA,NA,85
54153,male,75+,69,165,205
54154,male,75+,33,96,185
54155,male,75+,47,109,145
54156,male,75+,NA,NA,55
54157,male,75+,14,36,193
54159,male,75+,NA,NA,39
54160,male,75+,NA,NA,9
54161,male,75+,29,62,120
54162,male,75+,75,170,149
54165,male,75+,59,123,176
54166,male,75+,34,89,702
54169,male,75+,NA,NA,55
54170,male,75+,33,68,89
54171,male,75+,NA,NA,10
54173,male,75+,28,61,71
54174,male,75+,37,82,146
54175,male,75+,31,79,78
54177,male,75+,NA,NA,130
54180,male,75+,NA,NA,42
54201,male,75+,13,41,203
54202,male,75+,NA,NA,89
54204,male,75+,12,30,40
54205,male,75+,NA,NA,90
54207,male,75+,NA,NA,4
54208,male,75+,26,55,138
54209,male,75+,NA,NA,86
54210,male,75+,NA,NA,86
54211,male,75+,NA,NA,20
54212,male,75+,NA,NA,81
54213,male,75+,NA,NA,25
54214,male,75+,NA,NA,5
54216,male,75+,28,53,243
54217,male,75+,53,136,233
54220,male,75+,NA,NA,1544
54227,male,75+,NA,NA,26
54228,male,75+,NA,NA,76
54229,male,75+,30,62,155
54230,male,75+,NA,NA,84
54232,male,75+,NA,NA,20
54234,male,75+,NA,NA,132
54235,male,75+,30,128,688
54241,male,75+,NA,NA,522
54245,male,75+,NA,NA,54
54246,male,75+,NA,NA,45
54247,male,75+,NA,NA,66
54301,male,75+,134,436,426
54302,male,75+,123,358,604
54303,male,75+,137,385,656
54304,male,75+,179,524,949
54307,male,75+,NA,NA,0
54311,male,75+,155,448,915
54313,male,75+,261,639,667
54401,male,75+,371,1146,914
54403,male,75+,245,800,935
54405,male,75+,38,98,161
54406,male,75+,NA,NA,98
54407,male,75+,NA,NA,45
54408,male,75+,17,33,35
54409,male,75+,182,506,459
54410,male,75+,17,34,67
54411,male,75+,71,157,138
54412,male,75+,29,66,63
54413,male,75+,NA,NA,3
54414,male,75+,46,119,125
54416,male,75+,18,38,60
54417,male,75+,NA,NA,4
54418,male,75+,19,49,44
54420,male,75+,NA,NA,33
54421,male,75+,37,100,100
54422,male,75+,NA,NA,33
54423,male,75+,NA,NA,39
54424,male,75+,43,99,95
54425,male,75+,24,56,45
54426,male,75+,57,121,106
54427,male,75+,17,40,36
54428,male,75+,28,68,82
54430,male,75+,NA,NA,4
54433,male,75+,28,55,77
54435,male,75+,31,71,70
54436,male,75+,17,32,55
54437,male,75+,34,76,78
54440,male,75+,40,104,101
54441,male,75+,NA,NA,19
54442,male,75+,18,37,44
54443,male,75+,17,44,74
54446,male,75+,41,84,90
54447,male,75+,NA,NA,28
54448,male,75+,59,146,142
54449,male,75+,352,834,892
54450,male,75+,NA,NA,14
54451,male,75+,176,463,457
54452,male,75+,270,741,609
54454,male,75+,NA,NA,32
54455,male,75+,204,520,407
54456,male,75+,27,74,240
54457,male,75+,117,279,434
54458,male,75+,NA,NA,5
54459,male,75+,26,58,51
54460,male,75+,24,57,112
54462,male,75+,NA,NA,14
54463,male,75+,NA,NA,43
54465,male,75+,22,45,44
54466,male,75+,47,95,104
54467,male,75+,45,116,388
54469,male,75+,21,63,68
54470,male,75+,41,99,90
54471,male,75+,NA,NA,24
54473,male,75+,15,43,119
54474,male,75+,60,162,103
54475,male,75+,20,37,49
54476,male,75+,202,591,582
54479,male,75+,46,89,97
54480,male,75+,NA,NA,34
54481,male,75+,80,236,626
54482,male,75+,47,102,203
54484,male,75+,70,155,112
54485,male,75+,NA,NA,18
54486,male,75+,15,34,93
54487,male,75+,93,234,468
54488,male,75+,NA,NA,26
54489,male,75+,30,54,38
54490,male,75+,NA,NA,18
54491,male,75+,28,87,106
54493,male,75+,NA,NA,34
54494,male,75+,363,994,1043
54495,male,75+,69,200,230
54498,male,75+,18,39,69
54499,male,75+,37,102,106
54501,male,75+,126,323,603
54511,male,75+,NA,NA,53
54512,male,75+,26,88,69
54513,male,75+,NA,NA,20
54514,male,75+,34,69,76
54515,male,75+,NA,NA,6
54517,male,75+,NA,NA,9
54519,male,75+,27,65,110
54520,male,75+,35,75,164
54521,male,75+,105,290,388
54524,male,75+,19,34,42
54525,male,75+,NA,NA,4
54526,male,75+,NA,NA,28
54527,male,75+,18,38,40
54529,male,75+,20,49,50
54530,male,75+,NA,NA,30
54531,male,75+,28,82,76
54534,male,75+,31,104,139
54536,male,75+,NA,NA,6
54537,male,75+,NA,NA,17
54538,male,75+,44,94,168
54539,male,75+,37,85,65
54540,male,75+,30,105,82
54541,male,75+,NA,NA,58
54542,male,75+,NA,NA,37
54545,male,75+,36,89,86
54546,male,75+,NA,NA,49
54547,male,75+,29,109,90
54548,male,75+,119,314,346
54550,male,75+,NA,NA,14
54552,male,75+,94,222,251
54554,male,75+,26,60,67
54555,male,75+,79,209,224
54556,male,75+,NA,NA,28
54557,male,75+,29,80,64
54558,male,75+,58,158,118
54559,male,75+,NA,NA,29
54560,male,75+,NA,NA,18
54561,male,75+,NA,NA,6
54562,male,75+,39,127,167
54563,male,75+,NA,NA,44
54564,male,75+,NA,NA,28
54565,male,75+,NA,NA,4
54566,male,75+,14,41,74
54568,male,75+,113,298,237
